title,year,department,award,film,img_link,film_link
Awards,2021,Feature films,Cristal for a Feature Film,Flee,https://www.annecy.org/resources/images/m/20211791_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211791
Awards,2021,Feature films,Jury Award,Ma famille afghane,https://www.annecy.org/resources/images/m/20212836_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20212836
Awards,2021,Feature films,Jury Distinction,La Traversée,https://www.annecy.org/resources/images/m/20212907_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20212907
Awards,2021,Feature films,Gan Foundation Award for Distribution,Flee,https://www.annecy.org/resources/images/m/20211791_2.png,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211791
Awards,2021,Feature films,Contrechamp Award,Bob Cuspe - Nós Não Gostamos de Gente,https://www.annecy.org/resources/images/m/20212835_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20212835
Awards,2021,Feature films,Contrechamp Jury Distinction,Archipel,https://www.annecy.org/resources/images/m/20210481_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20210481
Awards,2021,Short films,Cristal for a Short Film,Écorce,https://www.annecy.org/resources/images/m/20210282_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20210282
Awards,2021,Short films,Jury Award,Easter Eggs,https://www.annecy.org/resources/images/m/20210978_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20210978
Awards,2021,Short films,"Jury Distinction ""Special Distinction for Direction""",Affairs of the Art,https://www.annecy.org/resources/images/m/20211299_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211299
Awards,2021,Short films,"""Jean-Luc Xiberras"" Award for a First Film",Hold Me Tight,https://www.annecy.org/resources/images/m/20211228_1.png,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211228
Awards,2021,Short films,"""Off-Limits"" Award",Tunable Mimoid,https://www.annecy.org/resources/images/m/20212157_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20212157
Awards,2021,TV and commissioned films,Cristal for a TV Production,Vanille,https://www.annecy.org/resources/images/m/20210868_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20210868
Awards,2021,TV and commissioned films,Jury Award for a TV Series,"Japan Sinks: 2020 ""The Beginning of the End""",https://www.annecy.org/resources/images/m/20212708_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20212708
Awards,2021,TV and commissioned films,Jury Award for a TV Special,Maman pleut des cordes,https://www.annecy.org/resources/images/m/20211006_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211006
Awards,2021,TV and commissioned films,Cristal for a Commissioned Film,"Kai ""A Little Too Much""",https://www.annecy.org/resources/images/m/20211009_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211009
Awards,2021,TV and commissioned films,Jury Award for a Commissioned Film,"Hjelp, vi har en blind pasient",https://www.annecy.org/resources/images/m/20212430_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20212430
Awards,2021,Graduation films,Cristal for a Graduation Film,Hippocampus,https://www.annecy.org/resources/images/m/20210304_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20210304
Awards,2021,Graduation films,Jury Award,Avant,https://www.annecy.org/resources/images/m/20211376_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211376
Awards,2021,Graduation films,"Jury Distinction ""Outstanding Art Direction""",La Confiture de papillons,https://www.annecy.org/resources/images/m/20211970_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211970
Awards,2021,VR,Cristal for the Best VR Work,Replacements (Penggantian),https://www.annecy.org/resources/images/m/20210653_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20210653
Awards,2021,Special Prizes,City of Annecy Award,Clara with a Mustache,https://www.annecy.org/resources/images/m/20210650_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20210650
Awards,2021,Special Prizes,YouTube Award,Wochenbett,https://www.annecy.org/resources/images/m/20210196_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20210196
Awards,2021,Special Prizes,André-Martin Award for a French Short Film,Maalbeek,https://www.annecy.org/resources/images/m/20210283_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20210283
Awards,2021,Special Prizes,André-Martin Award for a French Feature,L'Extraordinaire Voyage de Marona,https://www.annecy.org/resources/images/m/20193057_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20193057
Awards,2021,Special Prizes,"Best Original Music Award for a Short Film, sponsored by the SACEM",Le Réveil des insectes,https://www.annecy.org/resources/images/m/20211010_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211010
Awards,2021,Special Prizes,"Best Original Music Award for a Feature Film, sponsored by the SACEM",Flee,https://www.annecy.org/resources/images/m/20211791_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211791
Awards,2021,Special Prizes,FIPRESCI Award,Angakuksajaujuq,https://www.annecy.org/resources/images/m/20211981_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211981
Awards,2021,Special Prizes,CANAL+ Junior Jury Award,Un caillou dans la chaussure,https://www.annecy.org/resources/images/m/20211100_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211100
Awards,2021,Special Prizes,Young Audience Award,Kiko et les Animaux,https://www.annecy.org/resources/images/m/20210870_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20210870
Awards,2021,Special Prizes,Junior Jury Award for a Graduation Film,Mon ami qui brille dans la nuit,https://www.annecy.org/resources/images/m/20211133_1.png,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20211133
Awards,2021,Special Prizes,Junior Jury Award for a Short Film,People in Motion,https://www.annecy.org/resources/images/m/20212288_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20212288
Awards,2021,Special Prizes,Festivals Connexion Award,Bestia,https://www.annecy.org/resources/images/m/20212152_1.jpg,https://www.annecy.org/about/archives/2021/award-winners/film-index:film-20212152
Awards,2020,Feature films,Cristal for a Feature Film,"Calamity, une enfance de Martha Jane Cannary",https://www.annecy.org/resources/images/m/20203107_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203107
Awards,2020,Feature films,Jury Award,The Nose or the Conspiracy of Mavericks,https://www.annecy.org/resources/images/m/20202603_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20202603
Awards,2020,Feature films,Jury Distinction,Kill It and Leave this Town,https://www.annecy.org/resources/images/m/20203149_1.png,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203149
Awards,2020,Feature films,Contrechamp Award,My Favorite War,https://www.annecy.org/resources/images/m/20203150_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203150
Awards,2020,Feature films,Contrechamp Jury Distinction,The Shaman Sorceress,https://www.annecy.org/resources/images/m/20203143_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203143
Awards,2020,Short films,Cristal for a Short Film,Physique de la tristesse,https://www.annecy.org/resources/images/m/20201701_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201701
Awards,2020,Short films,Jury Award,Homeless Home,https://www.annecy.org/resources/images/m/20202607_2.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20202607
Awards,2020,Short films,Jury Distinction (ex ӕquo),Freeze Frame,https://www.annecy.org/resources/images/m/20200094_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20200094
Awards,2020,Short films,Jury Distinction (ex ӕquo),Genius Loci,https://www.annecy.org/resources/images/m/20200816_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20200816
Awards,2020,Short films,"""Jean-Luc Xiberras"" Award for a First Film",The Town,https://www.annecy.org/resources/images/m/20201226_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201226
Awards,2020,Short films,"""Off-Limits"" Award",Serial Parallels,https://www.annecy.org/resources/images/m/20201157_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201157
Awards,2020,TV and commissioned films,Cristal for a TV Production,L'Odyssée de Choum,https://www.annecy.org/resources/images/m/20200569_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20200569
Awards,2020,TV and commissioned films,Jury Award for a TV Series,"Undone ""The Hospital""",https://www.annecy.org/resources/images/m/20201852_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201852
Awards,2020,TV and commissioned films,Jury Award for a TV Special,The Tiger Who Came to Tea,https://www.annecy.org/resources/images/m/20201687_3.png,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201687
Awards,2020,TV and commissioned films,Cristal for a Commissioned Film,"Lucky Chops ""Traveler""",https://www.annecy.org/resources/images/m/20201315_3.png,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201315
Awards,2020,TV and commissioned films,Jury Award,"Greenpeace ""Turtle Journey""",https://www.annecy.org/resources/images/m/20203101_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203101
Awards,2020,Graduation films,Cristal for a Graduation Film,Naked,https://www.annecy.org/resources/images/m/20201045_3.png,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201045
Awards,2020,Graduation films,Jury Award,Pile,https://www.annecy.org/resources/images/m/20201607_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201607
Awards,2020,Graduation films,Jury Distinction,Sura,https://www.annecy.org/resources/images/m/20202119_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20202119
Awards,2020,VR,Cristal for the Best VR Work,Minimum Mass,https://www.annecy.org/resources/images/m/20203171_1.png,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203171
Awards,2020,VR,Jury Special Distinction,Battlescar - Punk Was Invented by Girls,https://www.annecy.org/resources/images/m/20203194_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203194
Awards,2020,Special Prizes,City of Annecy Award,Wade,https://www.annecy.org/resources/images/m/20200770_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20200770
Awards,2020,Special Prizes,Young Audience Award,Reven og Nissen,https://www.annecy.org/resources/images/m/20202189_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20202189
Awards,2020,Special Prizes,CANAL+ Youth Award,Cinema Rex,https://www.annecy.org/resources/images/m/20202469_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20202469
Awards,2020,Special Prizes,Vimeo Staff Pick Award,A Mãe de Sangue,https://www.annecy.org/resources/images/m/20200987_3.png,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20200987
Awards,2020,Special Prizes,YouTube Award,The Fox & The Pigeon,https://www.annecy.org/resources/images/m/20200852_3.png,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20200852
Awards,2020,Special Prizes,"Best Original Music Award for a Feature Film, sponsored by the SACEM",On-Gaku: Our Sound,https://www.annecy.org/resources/images/m/20203132_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203132
Awards,2020,Special Prizes,"Best Original Music Award for a Short Film, sponsored by the SACEM",Home,https://www.annecy.org/resources/images/m/20200668_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20200668
Awards,2020,Special Prizes,André-Martin Award for a French Short Film,Rivages,https://www.annecy.org/resources/images/m/20201465_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201465
Awards,2020,Special Prizes,André-Martin Award for a French Feature Film,J'ai perdu mon corps,https://www.annecy.org/resources/images/m/20193095_1.png,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20193095
Awards,2020,Special Prizes,FIPRESCI Award,Physique de la tristesse,https://www.annecy.org/resources/images/m/20201701_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20201701
Awards,2020,Special Prizes,Junior Jury Award for a Short Film,To: Gerard,https://www.annecy.org/resources/images/m/20203188_3.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20203188
Awards,2020,Special Prizes,Junior Jury Award for a Graduation Film,Catgot,https://www.annecy.org/resources/images/m/20200406_1.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20200406
Awards,2020,Special Prizes,Festivals Connexion – Auvergne-Rhône-Alpes / In partnership with Lumières Numériques & Mèche Courte,Empty Places,https://www.annecy.org/resources/images/m/20202528_2.jpg,https://www.annecy.org/about/archives/2020/award-winners/film-index:film-20202528
Awards,2019,Feature films,Cristal for a Feature Film,J'ai perdu mon corps,https://www.annecy.org/resources/images/m/20193095_1.png,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20193095
Awards,2019,Feature films,Jury Distinction,Buñuel en el laberinto de las tortugas,https://www.annecy.org/resources/images/m/20190919_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20190919
Awards,2019,Feature films,Audience Award/Première,J'ai perdu mon corps,https://www.annecy.org/resources/images/m/20193095_2.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20193095
Awards,2019,Feature films,Contrechamp Award,Away,https://www.annecy.org/resources/images/m/20190738_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20190738
Awards,2019,Short films,Cristal for a Short Film,Mémorable,https://www.annecy.org/resources/images/m/20192412_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20192412
Awards,2019,Short films,Jury Award,Tio Tomás - A contabilidade dos dias,https://www.annecy.org/resources/images/m/20191900_3.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20191900
Awards,2019,Short films,Jury Distinction ex æquo – Jury Distinction for its social significance,My Generation,https://www.annecy.org/resources/images/m/20191331_3.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20191331
Awards,2019,Short films,Jury Distinction ex æquo – Jury Distinction for its powerful storytelling,Pulsión,https://www.annecy.org/resources/images/m/20192099_3.png,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20192099
Awards,2019,Short films,"""Jean-Luc Xiberras"" Award for a First Film",Deszcz,https://www.annecy.org/resources/images/m/20191392_3.png,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20191392
Awards,2019,Short films,Audience Award,Mémorable,https://www.annecy.org/resources/images/m/20192412_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20192412
Awards,2019,Short films,"""Off-Limits"" Award",Dont Know What,https://www.annecy.org/resources/images/m/20191309_3.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20191309
Awards,2019,TV and commissioned films,Cristal for a TV Production,"Panique au village ""La Foire agricole""",https://www.annecy.org/resources/images/m/20191998_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20191998
Awards,2019,TV and commissioned films,Jury Award for a TV Series,"Le Parfum d'Irak ""Le Cowboy de Fallujah""",https://www.annecy.org/resources/images/m/20193141_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20193141
Awards,2019,TV and commissioned films,Jury Award for a TV Special,La Vie de château,https://www.annecy.org/resources/images/m/20192965_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20192965
Awards,2019,TV and commissioned films,Cristal for a Commissioned Film,"Ted-Ed ""Accents""",https://www.annecy.org/resources/images/m/20192879_1.png,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20192879
Awards,2019,TV and commissioned films,Jury Award,"#TakeOnHistory ""Wimbledon""",https://www.annecy.org/resources/images/m/20192937_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20192937
Awards,2019,Graduation films,Cristal for a Graduation Film,Dcera,https://www.annecy.org/resources/images/m/20192559_3.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20192559
Awards,2019,Graduation films,Jury Award,Rules of Play,https://www.annecy.org/resources/images/m/20190290_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20190290
Awards,2019,Graduation films,Jury Distinction,These Things in My Head - Side A,https://www.annecy.org/resources/images/m/20190730_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20190730
Awards,2019,VR,Cristal for the Best VR Work,Gloomy Eyes,https://www.annecy.org/resources/images/m/20193145_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20193145
Awards,2019,Special Prizes,City of Annecy Award,Son of the Sea,https://www.annecy.org/resources/images/m/20190338_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20190338
Awards,2019,Special Prizes,André-Martin Distinction for a French Short Film,Flow,https://www.annecy.org/resources/images/m/20192352_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20192352
Awards,2019,Special Prizes,André-Martin Award for a French Short Film,Mon juke-box,https://www.annecy.org/resources/images/m/20191984_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20191984
Awards,2019,Special Prizes,André-Martin Award for a French Feature Film,Le Procès contre Mandela et les autres,https://www.annecy.org/resources/images/m/20193219_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20193219
Awards,2019,Special Prizes,Vimeo Staff Pick Award,A Year Along the Geostationary Orbit,https://www.annecy.org/resources/images/m/20191172_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20191172
Awards,2019,Special Prizes,Gan Foundation Award for Distribution,Josep,https://www.annecy.org/resources/images/m/20198204_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20198204
Awards,2019,Special Prizes,"Best Original Music Award for a Short Film, sponsored by the SACEM",Tio Tomás - A contabilidade dos dias,https://www.annecy.org/resources/images/m/20191900_3.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20191900
Awards,2019,Special Prizes,"Best Original Music Award for a Feature Film, sponsored by the SACEM",Buñuel en el laberinto de las tortugas,https://www.annecy.org/resources/images/m/20190919_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20190919
Awards,2019,Special Prizes,FIPRESCI Award,Têtard,https://www.annecy.org/resources/images/m/20192192_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20192192
Awards,2019,Special Prizes,CANAL+ Young Audience Award,Grand Loup & Petit Loup,https://www.annecy.org/resources/images/m/20191042_2.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20191042
Awards,2019,Special Prizes,Young Audience Award,Sarkan,https://www.annecy.org/resources/images/m/20191145_3.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20191145
Awards,2019,Special Prizes,Junior Jury Award for a Graduation Film,Dcera,https://www.annecy.org/resources/images/m/20192559_3.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20192559
Awards,2019,Special Prizes,Junior Jury Award for a Short Film,Mémorable,https://www.annecy.org/resources/images/m/20192412_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20192412
Awards,2019,Special Prizes,Festivals Connexion – Région Auvergne-Rhône-Alpes Award / In partnership with Lumières Numériques & Mèche Courte,Girl in the Hallway,https://www.annecy.org/resources/images/m/20190140_1.jpg,https://www.annecy.org/about/archives/2019/award-winners/film-index:film-20190140
Awards,2018,Feature films,Cristal for a Feature Film,Funan,https://www.annecy.org/resources/images/m/20183069_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20183069
Awards,2018,Feature films,Jury Award,The Breadwinner,https://www.annecy.org/resources/images/m/20181811_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20181811
Awards,2018,Feature films,Jury Distinction,La casa lobo,https://www.annecy.org/resources/images/m/20183087_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20183087
Awards,2018,Feature films,Audience Award/Première,The Breadwinner,https://www.annecy.org/resources/images/m/20181811_2.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20181811
Awards,2018,Short films,Cristal for a Short Film,Bloeistraat 11,https://www.annecy.org/resources/images/m/20182357_1.png,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182357
Awards,2018,Short films,Jury Award,Weekends,https://www.annecy.org/resources/images/m/20180875_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20180875
Awards,2018,Short films,"""Jean-Luc Xiberras"" Award for a First Film",Egg,https://www.annecy.org/resources/images/m/20182112_1.png,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182112
Awards,2018,Short films,Jury Distinction,Biciklisti,https://www.annecy.org/resources/images/m/20182279_1.png,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182279
Awards,2018,Short films,Off-Limits Award (tied),Garoto transcodificado a partir de fosfeno,https://www.annecy.org/resources/images/m/20182371_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182371
Awards,2018,Short films,Off-Limits Award (tied),An Excavation of Us,https://www.annecy.org/resources/images/m/20182039_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182039
Awards,2018,Short films,Audience Award,Weekends,https://www.annecy.org/resources/images/m/20180875_2.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20180875
Awards,2018,TV and commissioned films,Cristal for a TV Production,"PIG: The Dam Keeper Poems ""Yellow Flower"", ""Hello Nice to Meet You""",https://www.annecy.org/resources/images/m/20182699_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182699
Awards,2018,TV and commissioned films,Jury Award for a TV Special,The Robot Chicken Walking Dead Special: Look Who's Walking,https://www.annecy.org/resources/images/m/20180814_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20180814
Awards,2018,TV and commissioned films,Jury Award for a TV Series,"We Bare Bears ""Panda's Art""",https://www.annecy.org/resources/images/m/20180832_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20180832
Awards,2018,TV and commissioned films,Cristal for a Commissioned Film,"Leica ""Everything in Black and White""",https://www.annecy.org/resources/images/m/20182971_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182971
Awards,2018,TV and commissioned films,Jury Award,"Mark Lotterman ""Happy""",https://www.annecy.org/resources/images/m/20180512_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20180512
Awards,2018,Graduation films,Cristal for a Graduation Film,Barbeque,https://www.annecy.org/resources/images/m/20182015_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182015
Awards,2018,Graduation films,Jury Award,Inanimate,https://www.annecy.org/resources/images/m/20182651_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182651
Awards,2018,Graduation films,Jury Distinction,Hybrids,https://www.annecy.org/resources/images/m/20180599_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20180599
Awards,2018,Special Prizes,City of Annecy Award,Mariposas,https://www.annecy.org/resources/images/m/20182473_1.png,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182473
Awards,2018,Special Prizes,André-Martin Special Distinction for a French Short Film,La Chute,https://www.annecy.org/resources/images/m/20182344_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182344
Awards,2018,Special Prizes,André-Martin Award for a French Short Film,Ce magnifique gâteau !,https://www.annecy.org/resources/images/m/20182469_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182469
Awards,2018,Special Prizes,André-Martin Award for a French Feature Film,Le Grand Méchant Renard et autres contes,https://www.annecy.org/resources/images/m/20172857_3.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20172857
Awards,2018,Special Prizes,"""CANAL+ Creative Aid"" Award for a Short Film",Happiness,https://www.annecy.org/resources/images/m/20181642_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20181642
Awards,2018,Special Prizes,Gan Foundation Award for Distribution,Les Hirondelles de Kaboul,https://www.annecy.org/resources/images/m/20188203_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20188203
Awards,2018,Special Prizes,"Best Original Music Award for a Feature Film, sponsored by the SACEM",The Breadwinner,https://www.annecy.org/resources/images/m/20181811_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20181811
Awards,2018,Special Prizes,"Best Original Music Award for a Short Film, sponsored by the SACEM",Cadavre exquis,https://www.annecy.org/resources/images/m/20180677_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20180677
Awards,2018,Special Prizes,FIPRESCI Award,La Chute,https://www.annecy.org/resources/images/m/20182344_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182344
Awards,2018,Special Prizes,Young Audience Award,Vivat musketeers!,https://www.annecy.org/resources/images/m/20180280_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20180280
Awards,2018,Special Prizes,Junior Jury Award for a Short Film,"La Mort, père & fils",https://www.annecy.org/resources/images/m/20180987_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20180987
Awards,2018,Special Prizes,Junior Jury Award for a Graduation Film,Inanimate,https://www.annecy.org/resources/images/m/20182651_1.jpg,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182651
Awards,2018,Special Prizes,Festivals Connexion Award – Région Auvergne-Rhône-Alpes / In partnership with Lumières Numériques & Mèche Courte,Bloeistraat 11,https://www.annecy.org/resources/images/m/20182357_1.png,https://www.annecy.org/about/archives/2018/award-winners/film-index:film-20182357
Awards,2017,Feature films,Cristal for a Feature Film,Lu Over the Wall,https://www.annecy.org/resources/images/m/20172818_3.jpg,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20172818
Awards,2017,Feature films,Jury Award,In This Corner of the World,https://www.annecy.org/resources/images/m/20170938_3.jpg,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20170938
Awards,2017,Feature films,Audience Award,Loving Vincent,https://www.annecy.org/resources/images/m/20172848_3.jpg,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20172848
Awards,2017,Short films,Cristal for a Short Film,Min Börda,https://www.annecy.org/resources/images/m/20172744_1.jpg,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20172744
Awards,2017,Short films,Jury Award,Kötü Kiz,https://www.annecy.org/resources/images/m/20171556_3.jpg,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20171556
Awards,2017,Short films,"""Jean-Luc Xiberras"" Award for a First Film",Splendida Moarte Accident,https://www.annecy.org/resources/images/m/20172371_1.jpg,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20172371
Awards,2017,Short films,Jury Distinction,L'Ogre,https://www.annecy.org/resources/images/m/20170969_1.jpg,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20170969
Awards,2017,Short films,Audience Award,Pépé le morse,https://www.annecy.org/resources/images/m/20171639_1.jpg,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20171639
Awards,2017,Short films,"""Off-Limits"" Award",Dix puissance moins quarante-trois seconde,https://www.annecy.org/resources/images/m/20170977_1.png,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20170977
Awards,2017,TV and commissioned films,Cristal for a TV Production,Revolting Rhymes Part One,https://www.annecy.org/resources/images/m/20171301_3.jpg,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20171301
Awards,2017,TV and commissioned films,Special Distinction for a TV Series,"BoJack Horseman ""Fish Out Of Water""",https://www.annecy.org/resources/images/m/20172758_3.jpg,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20172758
Awards,2017,TV and commissioned films,Jury Award for a TV Series,"The Man-Woman Case ""Wanted""",https://www.annecy.org/resources/images/m/20172592_3.jpg,https://www.annecy.org/about/archives/2017/award-winners/film-index:film-20172592
